date_id,LME_AH_Close,LME_PB_Close,JPX_Gold_Mini_Futures_Volume,JPX_Gold_Rolling-Spot_Futures_Volume,JPX_Gold_Standard_Futures_Volume,JPX_Platinum_Mini_Futures_Volume,JPX_Platinum_Standard_Futures_Volume,JPX_RSS3_Rubber_Futures_Volume,JPX_Gold_Mini_Futures_open_interest,JPX_Gold_Rolling-Spot_Futures_open_interest,JPX_Gold_Standard_Futures_open_interest,JPX_Platinum_Mini_Futures_open_interest,JPX_Platinum_Standard_Futures_open_interest,JPX_RSS3_Rubber_Futures_open_interest,US_Stock_AEM_adj_open,US_Stock_AG_adj_open,US_Stock_AGG_adj_open,US_Stock_ALB_adj_open,US_Stock_BCS_adj_open,US_Stock_BP_adj_open,US_Stock_CLF_adj_open,US_Stock_EEM_adj_open,US_Stock_EWZ_adj_open,US_Stock_FNV_adj_open,US_Stock_GOLD_adj_open,US_Stock_HAL_adj_open,US_Stock_NUGT_adj_open,US_Stock_ACWI_adj_volume,US_Stock_AEM_adj_volume,US_Stock_AG_adj_volume,US_Stock_AGG_adj_volume,US_Stock_ALB_adj_volume,US_Stock_AMP_adj_volume,US_Stock_BCS_adj_volume,US_Stock_BKR_adj_volume,US_Stock_BND_adj_volume,US_Stock_BNDX_adj_volume,US_Stock_BP_adj_volume,US_Stock_BSV_adj_volume,US_Stock_CAT_adj_volume,US_Stock_CCJ_adj_volume,US_Stock_CLF_adj_volume,US_Stock_COP_adj_volume,US_Stock_CVE_adj_volume,US_Stock_CVX_adj_volume,US_Stock_DE_adj_volume,US_Stock_DVN_adj_volume,US_Stock_EEM_adj_volume,US_Stock_EFA_adj_volume,US_Stock_EMB_adj_volume,US_Stock_ENB_adj_volume,US_Stock_EOG_adj_volume,US_Stock_EWJ_adj_volume,US_Stock_EWT_adj_volume,US_Stock_EWY_adj_volume,US_Stock_EWZ_adj_volume,US_Stock_FCX_adj_volume,US_Stock_FNV_adj_volume,US_Stock_FXI_adj_volume,US_Stock_GDX_adj_volume,US_Stock_GLD_adj_volume,US_Stock_GOLD_adj_volume,US_Stock_HAL_adj_volume,US_Stock_HES_adj_volume,US_Stock_HL_adj_volume,US_Stock_IAU_adj_volume,US_Stock_IEF_adj_volume,US_Stock_IEMG_adj_volume,US_Stock_IGSB_adj_volume,US_Stock_JNK_adj_volume,US_Stock_KGC_adj_volume,US_Stock_KMI_adj_volume,US_Stock_LQD_adj_volume,US_Stock_LYB_adj_volume,US_Stock_MBB_adj_volume,US_Stock_MPC_adj_volume,US_Stock_MS_adj_volume,US_Stock_NEM_adj_volume,US_Stock_NUE_adj_volume,US_Stock_NUGT_adj_volume,US_Stock_OIH_adj_volume,US_Stock_OKE_adj_volume,US_Stock_OXY_adj_volume,US_Stock_PAAS_adj_volume,US_Stock_RIO_adj_volume,US_Stock_RSP_adj_volume,US_Stock_RY_adj_volume,US_Stock_SCCO_adj_volume,US_Stock_SHEL_adj_volume,US_Stock_SHY_adj_volume,US_Stock_SLB_adj_volume,US_Stock_SLV_adj_volume,US_Stock_SPIB_adj_volume,US_Stock_SPTL_adj_volume,US_Stock_SPYV_adj_volume,US_Stock_STLD_adj_volume,US_Stock_TD_adj_volume,US_Stock_TECK_adj_volume,US_Stock_TIP_adj_volume,US_Stock_TRGP_adj_volume,US_Stock_URA_adj_volume,US_Stock_VALE_adj_volume,US_Stock_VCIT_adj_volume,US_Stock_VCSH_adj_volume,US_Stock_VEA_adj_volume,US_Stock_VGIT_adj_volume,US_Stock_VGK_adj_volume,US_Stock_VGLT_adj_volume,US_Stock_VGSH_adj_volume,US_Stock_VT_adj_volume,US_Stock_VTV_adj_volume,US_Stock_VWO_adj_volume,US_Stock_VXUS_adj_volume,US_Stock_VYM_adj_volume,US_Stock_WMB_adj_volume,US_Stock_WPM_adj_volume,US_Stock_X_adj_volume,US_Stock_XLB_adj_volume,US_Stock_XLE_adj_volume,US_Stock_YINN_adj_volume,FX_AUDUSD,FX_EURAUD,FX_EURGBP,FX_EURUSD,FX_ZARJPY,FX_AUDNZD,FX_EURCAD,FX_GBPCAD
229,1934.0,2002.0,1686.0,4370.0,22332.0,227.0,4405.0,2426.0,3663.0,114005.0,26836.0,746.0,12721.0,13526.0,30.9323,5.2747,87.7596,92.4269,6.513,28.1416,9.6876,39.6715,26.6881,62.9517,81.9,28.4384,66.2288,11799108.0,1264051.0,1889434.0,4673171.0,981102.0,649252.0,2867767.0,9407796.0,2495877.0,672929.0,6201787.0,2021191.0,5385634.0,3091633.0,6635533.0,7793905.0,7085898.0,5328267.0,2912447.0,7777954.0,77777254.0,30409724.0,2509878.0,4526007.0,4309250.0,13307109.0,5544553.0,4219169.0,23061800.0,16917599.0,448730.0,32064158.0,39968717.0,8508445.0,623468.0,12194580.0,2057668.0,4206979.0,4831996.5,3447829.0,19338277.0,788453.0,7159389.3333,11757929.0,16311463.0,9773690.0,2780314.0,743650.0,6337723.0,9856718.0,5785546.0,1785772.0,1634138.6,448864.95,2222187.0,5149566.0,2501578.0,2030427.0,947610.0,558066.0,346063.0,1523590.0,1547730.0,9449612.0,6232278.0,306246.0,561972.0,397002.0,2170824.0,1597582.0,1955870.0,1502218.0,2315133.0,213779.0,14459993.0,1186473.0,1155894.0,14276696.0,168212.0,4334820.0,50341.0,381801.0,1191413.0,1355622.0,22622197.0,841491.0,1386764.0,11469415.0,3004724.0,6306868.0,12284178.0,15583829.0,143974.9,0.729474,1.570248,0.890833,1.145456,8.016863,1.066419,1.508846,1.693748
230,1940.0,1961.0,1021.0,3591.0,15070.0,306.0,5379.0,3019.0,3746.0,113640.0,27225.0,736.0,12766.0,13533.0,31.0787,5.1957,87.8099,89.8738,6.3605,27.9898,9.1952,38.7925,26.3078,63.3823,81.98,28.606,67.6964,5946673.0,1477700.0,2305827.0,3162710.0,1643759.0,815904.0,3662418.0,10927452.0,1891250.0,855738.0,8432540.0,1732077.0,7746223.0,2483774.0,11451364.0,7454260.0,5591736.0,7983463.0,3701359.0,11635083.0,98272815.0,41209665.0,5685809.0,6520169.0,5704647.0,12685243.0,7678124.0,5482451.0,26755142.0,21391236.0,529170.0,31192152.0,33847429.0,9075193.0,480813.0,12667134.0,4306805.0,6321067.0,7477383.5,3658623.0,29153940.0,865523.0,5130778.3333,11436293.0,15553540.0,16168384.0,3156207.0,663192.0,7603035.0,16035711.0,4627099.0,2426837.0,1748865.2,558338.3,2274228.0,4476495.0,1640969.0,2205505.0,1284982.0,670539.0,815316.0,2502802.0,2307648.0,12276801.0,6923861.0,1230951.0,301233.0,989493.0,2106431.0,1820188.0,2775649.0,1094668.0,3889159.0,188379.0,19791147.0,1803273.0,2340905.0,20991733.0,470814.0,6884178.0,132651.0,834515.0,2534352.0,1851141.0,19310130.0,1156294.0,1663503.0,10970969.0,2548842.0,9083307.0,11259331.0,26324382.0,141551.1,0.721631,1.575879,0.88923,1.137203,7.989741,1.062771,1.513333,1.701846
231,1953.5,2006.0,1952.0,3923.0,27397.0,621.0,6554.0,2632.0,3604.0,113518.0,27246.0,933.0,13379.0,13746.0,31.2251,5.2253,87.7512,88.1748,6.3834,28.1692,8.9963,39.2711,26.2812,64.543,82.84,28.0681,66.8443,3029463.0,1776726.0,2309889.0,5701650.0,1202900.0,665312.0,3088448.0,5112232.0,3871262.0,1134814.0,8278802.0,2133975.0,4759707.0,1192036.0,6600357.0,6392646.0,4772121.0,5624408.0,4987782.0,6299105.0,68104629.0,32720617.0,2425695.0,5527170.0,5253382.0,7393475.0,5293069.0,2903658.0,18089977.0,17056248.0,769605.0,32956059.0,51285773.0,8834206.0,764701.0,5358226.0,2752612.0,3231951.0,4332570.5,1896977.0,15919651.0,815119.0,3843142.6667,17291987.0,13309818.0,10704564.0,2157957.0,1228665.0,6438707.0,7961914.0,4663323.0,1981159.0,2072057.0,459233.1,2069703.0,4505480.0,1927938.0,1078799.0,683265.0,1159911.0,1571662.0,1501315.0,9309915.0,9262530.0,5733254.0,384181.0,145408.0,790983.0,1420939.0,1239778.0,2309707.0,1251649.0,2285244.0,107841.0,25058936.0,833717.0,2577160.0,18226013.0,339533.0,3567748.0,60951.0,5558014.0,1527220.0,1361507.0,16361303.0,904523.0,1124324.0,9480069.0,1805587.0,5528928.0,7013354.0,17330943.0,106381.6,0.726005,1.568589,0.891313,1.138803,8.108384,1.063462,1.506352,1.690038
232,1946.5,1994.5,2469.0,5776.0,21930.0,292.0,4290.0,2942.0,3717.0,112284.0,25252.0,896.0,13431.0,13581.0,54.667923859108356,8.445757233368534,95.44072757344291,131.99734371783035,8.041287011615628,27.239742397043294,13.434781731784584,42.763478835546984,26.075560238389947,115.7930129603527,79.23801612903226,27.34682774965574,68.02812794015095,3509146.4429778247,2122571.0110876453,6761841.042238648,6665400.347412882,1887981.5517423442,710339.9788806759,7581875.528511087,7167561.158922914,5241654.121436114,2603159.726504752,10100519.956177402,2522051.145195354,3602350.9915522705,4189055.302534319,14436277.08500528,7429733.007919746,7699990.919218585,8987834.710137276,1802798.2143611405,9260769.214889124,47303446.18373812,22963077.44350581,5216754.095564942,4196252.928722281,3968712.7043294613,6992503.716473073,4068276.294086589,3691824.0733896517,26184738.644139387,18019998.965153117,665588.0475184794,32584213.54223865,31220794.482048575,8626470.219640972,726637.2016129033,11382162.019007392,2632777.311275807,8819104.101372756,8391460.374604013,6687539.027455121,13663439.015839493,2786889.5670538545,7011823.105948627,15222737.217001056,14761352.60559662,16908477.82470961,2346526.271911299,1826381.9947201689,5350975.382787751,9475342.879619852,8467281.06282999,2335037.796726505,2528004.1497360086,616731.3166314678,3174026.3880675817,15193692.683210136,3059661.647835269,2939111.6404435057,3344790.029567054,1016326.0638859556,1098706.6911298838,3790426.436344427,3853021.7597676874,12130221.617212249,21118086.47148891,3368413.6156283,2891960.8653643085,2313471.9677930307,1975783.2866948259,1926532.2492080254,3931817.847940866,2635932.2639915524,2141731.554910243,1458558.7602956705,28166052.63780359,4503213.4413938755,3571120.2803590284,12317695.67529039,1580668.6441393876,4209823.862724393,1320547.0739176346,2028918.5850052799,2099692.648363252,2330531.1029567053,12711202.195353748,2958704.9070749735,1456780.848468849,8332788.237592397,2238516.577085533,11724936.829320492,6545776.832101373,22272536.68215417,1980734.9342661034,0.724987,1.572815,0.885649,1.14027,8.219218,1.064923,1.504148,1.698357
233,1949.0,1968.0,5721.837940379404,6663.717615176151,27899.32032520325,975.9945799457995,8623.978319783198,1965.6428184281842,3786.0265582655825,73768.67371273713,25089.530623306233,1019.6065040650407,14754.550677506775,5290.118157181571,31.9657,5.3043,87.9526,87.2013,6.391,27.507,8.788,38.812,25.9275,65.4698,83.31,27.2744,69.2113,1215322.0,810195.0,3016929.0,1665891.0,482864.0,315526.0,1410124.0,3648090.0,644471.0,488825.0,8911509.0,654355.0,3130084.0,916179.0,9816462.0,5361043.0,3275014.0,5577753.0,1192503.0,5545639.0,32048232.0,13336461.0,1568459.0,3583620.0,3373732.0,3632366.0,5009135.0,1504732.0,9435507.0,7880765.0,218893.0,23611902.0,30344437.0,3726611.0,330293.0,7920217.0,2931386.0,2703287.0,2749304.0,531238.0,6794329.0,287333.0,2096347.0,6642077.0,8137585.0,2924700.0,1079151.0,789627.0,2695031.0,4822440.0,2598279.0,1019078.0,1333545.4,240025.15,876885.0,3248759.0,1388676.0,1926952.0,151177.0,404571.0,3247344.0,1837328.0,1666242.0,8001414.0,3310644.0,322976.0,718740.0,198547.0,716629.0,609600.0,1103057.0,364734.0,1204836.0,188528.0,30503871.0,474356.0,620729.0,6264075.0,154831.0,2051972.0,395812.0,395234.0,708292.0,721897.0,11634282.0,543979.0,499110.0,4871259.0,1324023.0,3964489.0,3151109.0,14421770.0,66428.7,0.723692,1.56731,0.884613,1.134249,8.150082,1.066613,1.50169,1.697567
234,1951.5,1943.0,1409.0,3411.0,14977.0,190.0,5225.0,2188.0,3780.0,112350.0,25576.0,895.0,13558.0,14441.0,31.0357,5.0672,87.8099,89.3962,6.5435,28.0312,8.4755,39.359,25.5406,64.7022,82.93,27.4243,66.5129,4068106.0,822045.0,3732488.0,4326052.0,977552.0,1291966.0,2319551.0,6159320.0,1520478.0,910381.0,6461744.0,1297243.0,4696631.0,1617247.0,16168857.0,6355146.0,6697168.0,6952960.0,4361681.0,7705037.0,76320465.0,31007399.0,3981958.0,4704269.0,3664176.0,10030491.0,5879978.0,4888304.0,36574871.0,10586381.0,369898.0,32289098.0,23593593.0,4018622.0,515746.0,18206616.0,6759476.0,4197721.0,4352424.5,2345621.0,17716144.0,499553.0,4557786.0,10981574.0,12750316.0,5938899.0,1946349.0,672987.0,5448317.0,8862886.0,4285142.0,1936796.0,1384577.8,345278.2,1914027.0,4534279.0,2416337.0,2004931.0,609992.0,2213571.0,2497295.0,3724723.0,1764042.0,11263640.0,5100037.0,868556.0,240778.0,834625.0,2405413.0,1077421.0,2211752.0,1226806.0,1775785.0,123444.0,31244594.0,1211802.0,1549092.0,16424377.0,1304330.0,4088735.0,948415.0,420582.0,1846378.0,1329107.0,21898492.0,1481817.0,1527537.0,11071772.0,1209557.0,9317643.0,5357316.0,16682750.0,96819.4,0.722316,1.568987,0.884659,1.133305,8.153982,1.066088,1.502122,1.697968
235,1930.5,1909.0,941.0,3882.0,15655.0,185.0,3783.0,6940.0,3804.0,111533.0,25714.0,903.0,13325.0,15143.0,30.6912,4.8697,87.7344,87.8533,6.4596,27.707,8.0493,39.1539,25.267,64.309,81.9,27.9358,64.998,3520747.0,964501.0,3398295.0,4107650.0,1014169.0,893110.0,2019778.0,9160281.0,2563093.0,1385669.0,5423584.0,1791724.0,4049366.0,1281186.0,9626317.0,6116387.0,5100194.0,6339204.0,1753991.0,6088559.0,81069109.0,38111394.0,4520693.0,5166407.0,3554969.0,9327425.0,5356869.0,3941562.0,30179179.0,20866609.0,417722.0,23974804.0,51165003.0,9671170.0,645432.0,12510484.0,3233397.0,3806757.0,5133989.0,2334393.0,13872775.0,610705.0,3968808.3333,10076474.0,12342077.0,8581260.0,2359672.0,673754.0,5096765.0,8035949.0,5086771.0,3437735.0,2146338.0,270193.1,2053470.0,5545863.0,1465649.0,3035536.0,596103.0,1118797.0,1177139.0,1948940.0,1555150.0,11644549.0,7165166.0,700721.0,65316.0,5248974.0,6134081.0,1406943.0,5712378.0,1154020.0,3002021.0,221711.0,26799152.0,1176196.0,1970516.0,17083182.0,227018.0,5137424.0,112565.0,461982.0,1696075.0,1441210.0,16505186.0,901015.0,1275531.0,9618719.0,2835164.0,20039647.0,5871147.0,22264294.0,114310.05,0.722935,1.562844,0.886693,1.129835,8.170937,1.063499,1.502257,1.694225
236,1932.0,1925.0,2579.0,4479.0,26309.0,260.0,5466.0,4377.0,3870.0,111222.0,27416.0,891.0,13423.0,12706.0,29.942,4.7413,87.7764,87.3849,6.5588,27.8519,8.4092,39.8375,26.2278,62.7645,80.07,28.121,60.0746,3695123.0,1193232.0,3844778.0,8513892.0,1093442.0,1349904.0,2837889.0,5843916.0,2217473.0,1334810.0,6972959.0,2702164.0,5745197.0,3128890.0,11204230.0,5602118.0,3351930.0,6841684.0,2421680.0,6246929.0,121010942.0,40600818.0,4855629.0,5740194.0,3580761.0,10386637.0,6694528.0,4685865.0,27656501.0,29088139.0,410577.0,58090573.0,49633129.0,13789016.0,868235.0,9467672.0,3136086.0,5532257.0,7707285.5,3582510.0,31189525.0,2180796.0,6254854.6667,13061656.0,17047965.0,13861323.0,2074659.0,872681.0,6229313.0,12380774.0,4735187.0,2360624.0,2540303.8,437648.85,2275057.0,4660068.0,1526626.0,4852100.0,818157.0,1423764.0,876294.0,2966067.0,2986099.0,10630425.0,8932439.0,2814770.0,1447277.0,1041494.0,6274100.0,1774791.0,3399424.0,1494555.0,2482481.0,133748.0,24391587.0,1260568.0,1976168.0,18897834.0,1615445.0,4810275.0,38726.0,872104.0,6203228.0,2494093.0,26402826.0,1553929.0,1504633.0,11260285.0,2503968.0,13443034.0,8531041.0,21148228.0,164405.3,0.730217,1.556809,0.886496,1.136809,8.240392,1.063167,1.509512,1.702785
237,1940.0,1931.0,2244.0,5028.0,24516.0,532.0,10019.0,2307.0,3922.0,111449.0,25663.0,901.0,14354.0,4354.0,30.9249,4.8993,88.0197,88.8084,6.5016,28.0588,8.7927,40.2282,26.6548,64.5992,82.82,28.3943,66.2288,2948535.0,812903.0,1752812.0,5922602.0,894339.0,1154415.0,3363386.0,6214876.0,2395898.0,733154.0,8252146.0,1378349.0,4999622.0,1494539.0,7998875.0,4606115.0,6763568.0,6656920.0,2236708.0,8024708.0,104239565.0,31259708.0,6055955.0,6912347.0,2662116.0,6910813.0,4945853.0,3685031.0,18644828.0,19450716.0,432085.0,51899097.0,28893448.0,6479502.0,600135.0,8943308.0,2736432.0,5487915.0,5969867.5,4313021.0,27815816.0,3146538.0,4484425.0,12371137.0,15474208.0,10939118.0,2503740.0,655854.0,5096936.0,9203174.0,3673625.0,1658960.0,1645854.4,391414.95,2331794.0,3615158.0,881477.0,2592195.0,528744.0,707629.0,641962.0,3549625.0,2217281.0,13565024.0,6868208.0,1034488.0,96491.0,1319213.0,4786044.0,1149490.0,3216013.0,940755.0,2150994.0,203773.0,28832194.0,1356668.0,2761288.0,15866494.0,949597.0,4522533.0,39348.0,9668048.0,1799348.0,1440831.0,22376491.0,863602.0,1286250.0,9026492.0,2655978.0,9030592.0,7138196.0,14414463.0,160451.15,0.732153,1.556011,0.891224,1.139238,8.297754,1.066525,1.512526,1.697133
238,1958.0,1971.0,2289.0,3997.0,18878.0,392.0,11511.0,5649.0,4028.0,111524.0,25641.0,941.0,15474.0,5708.0,29.8192,4.7413,88.0281,88.1656,6.2995,27.8105,8.8637,40.0036,26.5547,63.5976,80.92,27.8564,62.7257,3109843.0,1218648.0,2337477.0,6126215.0,1037824.0,1252734.0,3907368.0,14481781.0,2181205.0,1340193.0,5808482.0,1485687.0,8458179.0,1600014.0,7469187.0,7175385.0,5510344.0,6712604.0,2534869.0,10152854.0,92961164.0,32068551.0,4020684.0,7078665.0,5268875.0,6369091.0,4783686.0,3211660.0,20153761.0,17145975.0,557380.0,45521316.0,31884151.0,8169579.0,916434.0,10940737.0,3935237.0,4852023.0,5438290.0,3069684.0,17931374.0,679450.0,3646812.6667,14257477.0,20395573.0,14854799.0,3189429.0,940601.0,6237150.0,11282504.0,7679760.0,2403187.0,1642398.2,384827.8,3127907.0,5947821.0,1177540.0,3802255.0,689621.0,606301.0,761560.0,2067540.0,4712684.0,16183928.0,7261095.0,4261731.0,740028.0,700888.0,2748739.0,1453633.0,2442058.0,1270741.0,3311063.0,219551.0,23454012.0,1463062.0,1561833.0,14300443.0,488283.0,4151428.0,153732.0,529564.0,1663769.0,1347373.0,18214918.0,720407.0,1256795.0,10366160.0,1841047.0,6662901.0,6058166.0,18129018.0,114547.75,0.731609,1.546937,0.886813,1.131753,8.184238,1.064162,1.504723,1.696775
239,1974.0,1964.5,1801.0,3162.0,20639.0,548.0,10182.0,6766.0,3845.0,111144.0,25513.0,1023.0,17293.0,5749.0,30.9076,4.8894,88.0377,90.5442,6.3643,28.4106,9.0815,41.1462,27.1418,65.5259,80.84,28.5266,65.8501,3838333.0,1042567.0,2609219.0,14037859.0,1698000.0,972311.0,3900050.0,8005243.0,2187534.0,2374179.0,9766728.0,3850368.0,9360785.0,1762729.0,6705922.0,7497148.0,9847764.0,8237434.0,5130441.0,11739232.0,125019886.0,43672398.0,5506856.0,5234921.0,4061429.0,11254202.0,5100116.0,4272844.0,23195864.0,27161509.0,539917.0,62574750.0,47855584.0,8463378.0,793206.0,11352239.0,4241515.0,5143139.0,8700058.5,6004914.0,31289345.0,2559436.0,4907428.3333,10968140.0,15765499.0,12740521.0,3184756.0,1682861.0,9308048.0,15436860.0,4446790.0,2519555.0,1854662.2,577742.65,2281949.0,5019100.0,1415385.0,3266132.0,1289587.0,591128.0,1606508.0,1915683.0,2828848.0,12786854.0,11934689.0,1723750.0,340153.0,783896.0,2992523.0,1384833.0,3577167.0,1250183.0,2692318.0,286816.0,21389062.0,1901120.0,2790194.0,16143978.0,562974.0,5729056.0,101868.0,944089.0,2607098.0,1920172.0,22344572.0,1584007.0,1971898.0,8634680.0,1795144.0,11424198.0,8574077.0,21994116.0,189381.75,0.735654,1.543445,0.892281,1.135441,8.292075,1.062012,1.498618,1.679536
240,1974.0,2007.0,2984.0,6336.0,32876.0,409.0,7444.0,4092.0,4127.0,109727.0,25965.0,1124.0,17850.0,6716.0,31.279,4.929,88.2816,90.1677,6.2309,28.514,9.0815,40.9704,26.8216,65.3949,81.45,28.8088,68.5485,4112448.0,2967161.0,2565225.0,5365152.0,2421548.0,1461337.0,5735820.0,6976513.0,3204687.0,1592180.0,6777205.0,2825836.0,8113409.0,1705537.0,5917245.0,7532189.0,4672604.0,8288074.0,3549617.0,9765490.0,134758231.0,50079577.0,5871031.0,4003223.0,3153871.0,15363609.0,8678266.0,7002604.0,27673771.0,22402666.0,688544.0,51088672.0,45434257.0,7186437.0,1275084.0,13617573.0,6173633.0,6530115.0,6714826.5,7748767.0,28681346.0,1584835.0,7152337.0,28829895.0,21066325.0,13521537.0,4164819.0,1233510.0,7711616.0,18401387.0,6370938.0,3068298.0,1941873.6,650924.5,3004930.0,4455925.0,1658999.0,3466366.0,1194496.0,784887.0,975649.0,2082348.0,4062035.0,12979360.0,10209783.0,486325.0,505631.0,1462139.0,2887501.0,1907944.0,4397070.0,2015043.0,2439882.0,168946.0,26542194.0,1196577.0,1928836.0,20493389.0,370745.0,6780094.0,328920.0,1074606.0,2166030.0,1847587.0,23569422.0,874012.0,2201128.0,8248603.0,1906983.0,11663706.0,9045808.0,18296515.0,204190.15,0.734403,1.54446,0.891729,1.134256,8.142931,1.058199,1.503741,1.68632
241,1969.0,1983.0,1735.0,4415.0,22578.0,371.0,9591.0,4514.0,4130.0,108544.0,27200.0,1151.0,18687.0,7992.0,54.667923859108356,8.445757233368534,95.44072757344291,131.99734371783035,8.041287011615628,27.239742397043294,13.434781731784584,42.763478835546984,26.075560238389947,115.7930129603527,79.23801612903226,27.34682774965574,68.02812794015095,3509146.4429778247,2122571.0110876453,6761841.042238648,6665400.347412882,1887981.5517423442,710339.9788806759,7581875.528511087,7167561.158922914,5241654.121436114,2603159.726504752,10100519.956177402,2522051.145195354,3602350.9915522705,4189055.302534319,14436277.08500528,7429733.007919746,7699990.919218585,8987834.710137276,1802798.2143611405,9260769.214889124,47303446.18373812,22963077.44350581,5216754.095564942,4196252.928722281,3968712.7043294613,6992503.716473073,4068276.294086589,3691824.0733896517,26184738.644139387,18019998.965153117,665588.0475184794,32584213.54223865,31220794.482048575,8626470.219640972,726637.2016129033,11382162.019007392,2632777.311275807,8819104.101372756,8391460.374604013,6687539.027455121,13663439.015839493,2786889.5670538545,7011823.105948627,15222737.217001056,14761352.60559662,16908477.82470961,2346526.271911299,1826381.9947201689,5350975.382787751,9475342.879619852,8467281.06282999,2335037.796726505,2528004.1497360086,616731.3166314678,3174026.3880675817,15193692.683210136,3059661.647835269,2939111.6404435057,3344790.029567054,1016326.0638859556,1098706.6911298838,3790426.436344427,3853021.7597676874,12130221.617212249,21118086.47148891,3368413.6156283,2891960.8653643085,2313471.9677930307,1975783.2866948259,1926532.2492080254,3931817.847940866,2635932.2639915524,2141731.554910243,1458558.7602956705,28166052.63780359,4503213.4413938755,3571120.2803590284,12317695.67529039,1580668.6441393876,4209823.862724393,1320547.0739176346,2028918.5850052799,2099692.648363252,2330531.1029567053,12711202.195353748,2958704.9070749735,1456780.848468849,8332788.237592397,2238516.577085533,11724936.829320492,6545776.832101373,22272536.68215417,1980734.9342661034,0.726612,1.561844,0.891684,1.134855,8.165165,1.054067,1.516449,1.700658
242,1936.0,1984.0,1994.0,3441.0,17599.0,465.0,8505.0,3354.0,4258.0,107552.0,27225.0,1152.0,19624.0,8381.0,31.8751,4.8697,88.5423,84.5287,5.9792,27.1897,8.4565,38.9975,25.4205,65.9269,82.49,27.0324,68.3591,9554746.0,2562390.0,1608177.0,7396761.0,2034925.0,2109614.0,8976779.0,7052143.0,4447770.0,2244628.0,12948885.0,2331664.0,6595164.0,2069894.0,8584942.0,8412030.0,5221451.0,10715738.0,4596166.0,9912106.0,165155089.0,78905499.0,6485273.0,8552329.0,5046203.0,27539629.0,11849394.0,7185262.0,33901666.0,25177087.0,575418.0,60013434.0,50911067.0,9267628.0,1109759.0,18911069.0,5001374.0,6131619.0,6582680.5,9429900.0,30947655.0,3519151.0,7304647.3333,23661851.0,22289338.0,12752217.0,3870716.0,2813909.0,7501268.0,17552418.0,9165870.0,2284617.0,2045368.6,899886.95,2815628.0,7532941.0,1694886.0,3785199.0,2091261.0,1044581.0,1018869.0,4479465.0,4012187.0,23678346.0,6372509.0,2440364.0,365335.0,1619762.0,3834044.0,2507503.0,4640238.0,1503622.0,3135339.0,273256.0,35775345.0,2526022.0,5089516.0,40213624.0,1786504.0,7562128.0,157903.0,1036825.0,4867619.0,2947421.0,31667959.0,2397299.0,2465805.0,15061955.0,3088745.0,9463108.0,13225283.0,35356073.0,138850.7,0.723092,1.573027,0.890166,1.137443,8.018595,1.051016,1.523571,1.711558
243,1955.0,1995.0,2638.0,2867.0,20607.0,486.0,10309.0,1975.0,4210.0,107038.0,27618.0,1218.0,21079.0,8775.0,33.5163,4.9191,88.6264,83.8675,6.0478,27.8036,8.6459,39.6324,26.3946,66.7159,85.27,26.988,70.7261,9034942.0,2706284.0,2301626.0,5440236.0,1523483.0,1127926.0,8191534.0,5081164.0,3805990.0,1369824.0,10791638.0,2286585.0,6413735.0,1872910.0,6894032.0,8095500.0,4213178.0,9114442.0,3005646.0,8442523.0,134304559.0,54090296.0,5342846.0,5384357.0,5226563.0,17163836.0,11117358.0,6849333.0,32676686.0,21263938.0,685152.0,51981636.0,67727391.0,10402903.0,1129744.0,14265736.0,4348069.0,5590314.0,5381866.0,7319120.0,28906282.0,1657911.0,5637943.0,23449382.0,15298894.0,11791904.0,3944603.0,3264729.0,9721853.0,15499771.0,6957951.0,2205741.0,2772083.0,671633.4,2554019.0,5494595.0,1598376.0,2450432.0,1373133.0,651777.0,1068050.0,3273034.0,2079347.0,14196917.0,8447777.0,3551794.0,189973.0,1013276.0,4614107.0,1928208.0,3352903.0,1221862.0,3219677.0,575967.0,24976201.0,3618315.0,1928350.0,39750931.0,569745.0,7912952.0,77088.0,468639.0,2638616.0,3079325.0,22938637.0,1333006.0,2744932.0,10062379.0,2416975.0,7190034.0,14026307.0,27445717.0,91887.45,0.720096,1.580686,0.894075,1.138246,7.960527,1.047272,1.516542,1.696214
